# e nb T p mub mus
0.2300000 0.8200000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8300000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8700000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8800000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.8900000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9000000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9100000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9200000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9300000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9700000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9800000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 0.9900000 0.0000000 0.0000000 0.0000000 0.0000000
0.2300000 1.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.0000000 0.1500052 0.0404853 -0.0000000 -0.0000000
0.2400000 0.0100000 0.1498111 0.0403630 0.0481788 0.0084752
0.2400000 0.0200000 0.1492404 0.0400074 0.0955220 0.0169539
0.2400000 0.0300000 0.1483234 0.0394481 0.1414172 0.0254418
0.2400000 0.0400000 0.1470969 0.0387229 0.1855665 0.0339477
0.2400000 0.0500000 0.1455947 0.0378685 0.2279430 0.0424829
0.2400000 0.0600000 0.1438422 0.0369159 0.2686925 0.0510604
0.2400000 0.0700000 0.1418549 0.0358897 0.3080452 0.0596933
0.2400000 0.0800000 0.1396393 0.0348081 0.3462585 0.0683934
0.2400000 0.0900000 0.1371940 0.0336850 0.3835849 0.0771707
0.2400000 0.1000000 0.1345106 0.0325303 0.4202582 0.0860315
0.2400000 0.1100000 0.1315747 0.0313513 0.4564867 0.0949771
0.2400000 0.1200000 0.1283661 0.0301528 0.4924516 0.1040016
0.2400000 0.1300000 0.1248584 0.0289379 0.5283061 0.1130902
0.2400000 0.1400000 0.1210191 0.0277075 0.5641750 0.1222154
0.2400000 0.1500000 0.1168077 0.0264603 0.6001544 0.1313348
0.2400000 0.1600000 0.1121745 0.0251915 0.6363122 0.1403866
0.2400000 0.1700000 0.1070561 0.0238922 0.6726916 0.1492857
0.2400000 0.1800000 0.1013691 0.0225468 0.7093159 0.1579185
0.2400000 0.1900000 0.0949979 0.0211298 0.7461986 0.1661337
0.2400000 0.2000000 0.0877718 0.0195999 0.7833569 0.1737264
0.2400000 0.2100000 0.0794166 0.0178872 0.8208375 0.1804045
0.2400000 0.2200000 0.0694335 0.0158616 0.8587818 0.1857104
0.2400000 0.2300000 0.0567249 0.0132339 0.8975884 0.1887892
0.2400000 0.2400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.2500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.2600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.2700000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.2800000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.2900000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3000000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3100000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3200000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3300000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3700000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3800000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.3900000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4000000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4100000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4200000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4300000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4700000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4800000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.4900000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5000000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5100000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5200000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5300000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5700000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5800000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.5900000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6000000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6100000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6200000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6300000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6400000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6500000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6600000 0.0000000 0.0000000 0.0000000 0.0000000
0.2400000 0.6700000 0.0000000 0.0000000 0.0000000 0.0000000
